org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,split,url_norm,video_id,video_key,local_video_path,has_video,download_status,attempts_used,error_message,fps_out,frame_count_out,video_width_out,video_height_out,duration_sec_out,row_index
Pass,pass,689.101,6,-1,17138,17161,LASL - Ch 6 Vocab,566,358.0,24.87,690.026,https://www.youtube.com/watch?v=jQb9NL9_S6U,pass,"[0.007081180810928345, 0.18906018137931824, 0.8475743532180786, 0.6989631652832031]",640.0,,train,https://www.youtube.com/watch?v=jQb9NL9_S6U,jQb9NL9_S6U,jQb9NL9_S6U,MS-ASL/videos_MS_ASL_raw/msasl_raw_jQb9NL9_S6U.mp4,True,already_exists,0,,25.0,20014.0,640.0,358.0,800.56,51
Pass,pass,691.192,6,-1,17190,17304,LASL - Ch 6 Vocab,566,358.0,24.87,695.776,https://www.youtube.com/watch?v=jQb9NL9_S6U,pass,"[0.0, 0.19223780930042267, 0.8311377763748169, 0.7067743539810181]",640.0,,train,https://www.youtube.com/watch?v=jQb9NL9_S6U,jQb9NL9_S6U,jQb9NL9_S6U,MS-ASL/videos_MS_ASL_raw/msasl_raw_jQb9NL9_S6U.mp4,True,already_exists,0,,25.0,20014.0,640.0,358.0,800.56,52
think,think,0.0,0,0,0,77,think,345,360.0,29.97,2.569,https://www.youtube.com/watch?v=Y5q-PccHNHo,think,"[0.09885820746421814, 0.12402242422103882, 0.972366213798523, 0.7752458453178406]",540.0,,train,https://www.youtube.com/watch?v=Y5q-PccHNHo,Y5q-PccHNHo,Y5q-PccHNHo,MS-ASL/videos_MS_ASL_raw/msasl_raw_Y5q-PccHNHo.mp4,True,already_exists,0,,29.97002997002997,79.0,540.0,360.0,2.6359666666666666,53
yellow,yellow,0.334,1,31,10,60,ASL Vocabulary yellow,52,360.0,29.97,2.002,https://www.youtube.com/watch?v=0Beq_NIDj2c,yellow,"[0.0, 0.06636735796928406, 1.0, 0.9946049451828003]",640.0,1.0,train,https://www.youtube.com/watch?v=0Beq_NIDj2c,0Beq_NIDj2c,0Beq_NIDj2c,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_69hkog0i\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=0Beq_NIDj2c']' returned non-zero exit status 1.",,,,,,54
yellow,yellow,3.003,1,31,90,160,ASL Vocabulary yellow,52,360.0,29.97,5.339,https://www.youtube.com/watch?v=0Beq_NIDj2c,yellow,"[0.0, 0.06636735796928406, 1.0, 0.9946049451828003]",640.0,1.0,train,https://www.youtube.com/watch?v=0Beq_NIDj2c,0Beq_NIDj2c,0Beq_NIDj2c,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_69hkog0i\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=0Beq_NIDj2c']' returned non-zero exit status 1.",,,,,,55
teacher ,teacher,13.995,144,-1,419,464,teacher - ASL sign for teacher,2,360.0,29.94,15.498,https://www.youtube.com/watch?v=_HOx2QkkTsg,teacher,"[0.04599836468696594, 0.0371166467666626, 1.0, 0.9313695430755615]",480.0,1.0,train,https://www.youtube.com/watch?v=_HOx2QkkTsg,_HOx2QkkTsg,_HOx2QkkTsg,MS-ASL/videos_MS_ASL_raw/msasl_raw__HOx2QkkTsg.mp4,True,already_exists,0,,29.970238095238095,1007.0,480.0,360.0,33.6,56
teacher ,teacher,15.498,144,-1,464,510,teacher - ASL sign for teacher,2,360.0,29.94,17.034,https://www.youtube.com/watch?v=_HOx2QkkTsg,teacher,"[0.04599836468696594, 0.0371166467666626, 1.0, 0.9313695430755615]",480.0,1.0,train,https://www.youtube.com/watch?v=_HOx2QkkTsg,_HOx2QkkTsg,_HOx2QkkTsg,MS-ASL/videos_MS_ASL_raw/msasl_raw__HOx2QkkTsg.mp4,True,already_exists,0,,29.970238095238095,1007.0,480.0,360.0,33.6,57
Deaf,deaf,0.0,38,52,0,107,Deaf in American Sign Language,9,270.0,29.917,3.577,www.youtube.com/watch?v=IgT0jDp56ZM,deaf,"[0.03361624479293823, 0.2778458893299103, 1.0, 0.7112260460853577]",480.0,,train,https://www.youtube.com/watch?v=IgT0jDp56ZM,IgT0jDp56ZM,IgT0jDp56ZM,MS-ASL/videos_MS_ASL_raw/msasl_raw_IgT0jDp56ZM.mp4,True,already_exists,0,,29.97002997002997,121.0,640.0,360.0,4.037366666666666,58
university,university,0.0,62,-1,0,96,Sign for UNIVERSITY from page 14,378,360.0,30.0,3.2,https://www.youtube.com/watch?v=jrQalROeZtg,university,"[0.063923180103302, 0.2040288895368576, 1.0, 0.8688298463821411]",640.0,,train,https://www.youtube.com/watch?v=jrQalROeZtg,jrQalROeZtg,jrQalROeZtg,MS-ASL/videos_MS_ASL_raw/msasl_raw_jrQalROeZtg.mp4,True,already_exists,0,,30.0,99.0,640.0,360.0,3.3,59
FIX-[fingerspelled version],fix,0.0,0,0,0,79,FIX-fingerspelled version,759,720.0,29.97,2.636,https://www.youtube.com/watch?v=FL6MaUJmIkA,fix,"[0.01709499955177307, 0.2737739682197571, 1.0, 0.7526651620864868]",1280.0,,train,https://www.youtube.com/watch?v=FL6MaUJmIkA,FL6MaUJmIkA,FL6MaUJmIkA,MS-ASL/videos_MS_ASL_raw/msasl_raw_FL6MaUJmIkA.mp4,True,already_exists,0,,29.97002997002997,82.0,640.0,360.0,2.736066666666667,60
clock,clock,0.0,0,0,0,77,clock(2),735,360.0,29.97,2.569,https://www.youtube.com/watch?v=pAoM56DCisM,clock,"[0.06248387694358826, 0.21971645951271057, 1.0, 0.7641385793685913]",640.0,,train,https://www.youtube.com/watch?v=pAoM56DCisM,pAoM56DCisM,pAoM56DCisM,MS-ASL/videos_MS_ASL_raw/msasl_raw_pAoM56DCisM.mp4,True,already_exists,0,,29.97002997002997,79.0,640.0,360.0,2.6359666666666666,61
there,there,0.0,2,33,0,148,There,515,360.0,29.603,5.0,https://www.youtube.com/watch?v=5WevUel4BPk,there,"[0.0, 0.009079158306121826, 1.0, 0.8816738128662109]",640.0,,train,https://www.youtube.com/watch?v=5WevUel4BPk,5WevUel4BPk,5WevUel4BPk,MS-ASL/videos_MS_ASL_raw/msasl_raw_5WevUel4BPk.mp4,True,already_exists,0,,29.602714354777824,149.0,640.0,360.0,5.033322222222222,62
next week,next week,0.0,2,11,0,116,Next Week,331,360.0,29.645,3.913,https://www.youtube.com/watch?v=I1o0fccwWSg,next week,"[0.0, 0.13979989290237427, 1.0, 0.8841031789779663]",640.0,,train,https://www.youtube.com/watch?v=I1o0fccwWSg,I1o0fccwWSg,I1o0fccwWSg,MS-ASL/videos_MS_ASL_raw/msasl_raw_I1o0fccwWSg.mp4,True,already_exists,0,,29.645,117.0,640.0,360.0,3.946702648001349,63
Again,again,0.0,27,47,0,117,Baby Sign Language Again,26,360.0,30.003,3.9,www.youtube.com/watch?v=AoQAPgEUIAs,again,"[0.019787907600402832, 0.1376400887966156, 1.0, 0.7488411068916321]",640.0,,train,https://www.youtube.com/watch?v=AoQAPgEUIAs,AoQAPgEUIAs,AoQAPgEUIAs,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_6wqrba20\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=AoQAPgEUIAs']' returned non-zero exit status 1.",,,,,,64
SICK,sick,0.0,0,0,0,78,SICK,63,720.0,29.97,2.603,https://www.youtube.com/watch?v=NBqpHJiufXU,sick,"[0.05700436234474182, 0.21948561072349548, 1.0, 0.7590238451957703]",1280.0,,train,https://www.youtube.com/watch?v=NBqpHJiufXU,NBqpHJiufXU,NBqpHJiufXU,MS-ASL/videos_MS_ASL_raw/msasl_raw_NBqpHJiufXU.mp4,True,already_exists,0,,29.97002997002997,81.0,640.0,360.0,2.7027,65
MEAT,meat,0.0,0,-1,0,90,MEAT(2),349,360.0,25.0,3.6,https://www.youtube.com/watch?v=Bn7j1v1ksl0,meat,"[0.05851966142654419, 0.12711188197135925, 0.946014404296875, 0.8544274568557739]",480.0,,train,https://www.youtube.com/watch?v=Bn7j1v1ksl0,Bn7j1v1ksl0,Bn7j1v1ksl0,MS-ASL/videos_MS_ASL_raw/msasl_raw_Bn7j1v1ksl0.mp4,True,already_exists,0,,25.0,92.0,480.0,360.0,3.68,66
essential-[IMPORTANT],important,0.0,0,-1,0,75,essential-IMPORTANT(1),624,360.0,29.98,2.502,https://www.youtube.com/watch?v=V_dT923VQ70,important,"[0.072821706533432, 0.20127183198928833, 1.0, 0.8370203971862793]",640.0,,train,https://www.youtube.com/watch?v=V_dT923VQ70,V_dT923VQ70,V_dT923VQ70,MS-ASL/videos_MS_ASL_raw/msasl_raw_V_dT923VQ70.mp4,True,already_exists,0,,29.97002997002997,76.0,640.0,360.0,2.5358666666666667,67
football,football,0.0,269,53,0,116,SignSchool football,233,360.0,29.97,3.871,www.youtube.com/watch?v=25BrmaKbzYo,football,"[0.0849744975566864, 0.42976582050323486, 1.0, 0.8569505214691162]",640.0,,train,https://www.youtube.com/watch?v=25BrmaKbzYo,25BrmaKbzYo,25BrmaKbzYo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_wehp9xw4\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=25BrmaKbzYo']' returned non-zero exit status 1.",,,,,,68
MOM,mother,4.805,8,20,144,198,Basic ASL Vocabulary for Babies,19,360.0,29.97,6.607,https://www.youtube.com/watch?v=htsdwxJ-fTo,mother,"[0.09814456105232239, 0.3193633556365967, 1.0, 0.7622225284576416]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,69
DAD,father,7.207,8,20,216,284,Basic ASL Vocabulary for Babies,31,360.0,29.97,9.476,https://www.youtube.com/watch?v=htsdwxJ-fTo,father,"[0.05020105838775635, 0.18864178657531738, 1.0, 0.7611669301986694]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,70
MILK,milk,10.077,8,20,302,369,Basic ASL Vocabulary for Babies,32,360.0,29.97,12.312,https://www.youtube.com/watch?v=htsdwxJ-fTo,milk,"[0.10222285985946655, 0.2975562512874603, 1.0, 0.7607537508010864]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,71
EAT,eat,12.913,8,20,387,452,Basic ASL Vocabulary for Babies,3,360.0,29.97,15.082,https://www.youtube.com/watch?v=htsdwxJ-fTo,eat,"[0.09897658228874207, 0.2944207787513733, 1.0, 0.7674044370651245]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,72
DRINK,drink,15.682,8,20,470,511,Basic ASL Vocabulary for Babies,56,360.0,29.97,17.05,https://www.youtube.com/watch?v=htsdwxJ-fTo,drink,"[0.1018904447555542, 0.3151629865169525, 1.0, 0.7436287999153137]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,73
HOT,hot,17.651,8,20,529,596,Basic ASL Vocabulary for Babies,135,360.0,29.97,19.887,https://www.youtube.com/watch?v=htsdwxJ-fTo,hot,"[0.09800726175308228, 0.3082599639892578, 1.0, 0.7536252737045288]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,74
COLD,cold,20.521,8,20,615,685,Basic ASL Vocabulary for Babies,177,360.0,29.97,22.856,https://www.youtube.com/watch?v=htsdwxJ-fTo,cold,"[0.10192084312438965, 0.2810412049293518, 1.0, 0.7681668400764465]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,75
MORE,more,23.457,8,20,703,756,Basic ASL Vocabulary for Babies,164,360.0,29.97,25.225,https://www.youtube.com/watch?v=htsdwxJ-fTo,more,"[0.09371855854988098, 0.3191385865211487, 1.0, 0.7616152167320251]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,76
HELP,help,25.826,8,20,774,837,Basic ASL Vocabulary for Babies,50,360.0,29.97,27.928,https://www.youtube.com/watch?v=htsdwxJ-fTo,help,"[0.10067668557167053, 0.31587958335876465, 1.0, 0.7500115036964417]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,77
CLOTHES,clothes,30.964,8,20,928,992,Basic ASL Vocabulary for Babies,444,360.0,29.97,33.1,https://www.youtube.com/watch?v=htsdwxJ-fTo,clothes,"[0.07710543274879456, 0.2248755693435669, 1.0, 0.8538689613342285]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,78
YOU,you,41.408,8,20,1241,1301,Basic ASL Vocabulary for Babies,68,360.0,29.97,43.41,https://www.youtube.com/watch?v=htsdwxJ-fTo,you,"[0.10208573937416077, 0.32380735874176025, 1.0, 0.7578179836273193]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,79
YOURS,your,44.044,8,20,1320,1381,Basic ASL Vocabulary for Babies,101,360.0,29.97,46.079,https://www.youtube.com/watch?v=htsdwxJ-fTo,your,"[0.09862306714057922, 0.32580921053886414, 1.0, 0.7683125138282776]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,80
DOWN,down,49.416,8,20,1481,1558,Basic ASL Vocabulary for Babies,914,360.0,29.97,51.985,https://www.youtube.com/watch?v=htsdwxJ-fTo,down,"[0.10306897759437561, 0.24683454632759094, 1.0, 0.764061689376831]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,81
HURT,hurt,52.586,8,20,1576,1649,Basic ASL Vocabulary for Babies,76,360.0,29.97,55.022,https://www.youtube.com/watch?v=htsdwxJ-fTo,hurt,"[0.10409742593765259, 0.2967739701271057, 1.0, 0.7672613263130188]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,82
AGAIN,again,55.622,8,20,1667,1739,Basic ASL Vocabulary for Babies,26,360.0,29.97,58.025,https://www.youtube.com/watch?v=htsdwxJ-fTo,again,"[0.09794795513153076, 0.2027626633644104, 1.0, 0.7822696566581726]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,83
WANT,want,58.659,8,20,1758,1823,Basic ASL Vocabulary for Babies,8,360.0,29.97,60.827,https://www.youtube.com/watch?v=htsdwxJ-fTo,want,"[0.11185941100120544, 0.3305121958255768, 1.0, 0.7706127762794495]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,84
LIKE,like,61.428,8,20,1841,1918,Basic ASL Vocabulary for Babies,6,360.0,29.97,63.997,https://www.youtube.com/watch?v=htsdwxJ-fTo,like,"[0.0782209038734436, 0.30737364292144775, 1.0, 0.7590880393981934]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,85
DON'T LIKE,not like,64.665,8,20,1938,2009,Basic ASL Vocabulary for Babies,165,360.0,29.97,67.034,https://www.youtube.com/watch?v=htsdwxJ-fTo,not like,"[0.08520027995109558, 0.2951119840145111, 1.0, 0.7535059452056885]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,86
MAD,mad,67.634,8,20,2027,2097,Basic ASL Vocabulary for Babies,152,360.0,29.97,69.97,https://www.youtube.com/watch?v=htsdwxJ-fTo,mad,"[0.10384419560432434, 0.3316410183906555, 1.0, 0.7619771957397461]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,87
FUNNY,funny,73.54,8,20,2204,2270,Basic ASL Vocabulary for Babies,327,360.0,29.97,75.742,https://www.youtube.com/watch?v=htsdwxJ-fTo,funny,"[0.12179344892501831, 0.34828492999076843, 1.0, 0.763206958770752]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,88
SILLY,silly,76.343,8,20,2288,2355,Basic ASL Vocabulary for Babies,698,360.0,29.97,78.579,https://www.youtube.com/watch?v=htsdwxJ-fTo,silly,"[0.0957995355129242, 0.30978620052337646, 1.0, 0.7567245960235596]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,89
SAD,sad,79.212,8,20,2374,2432,Basic ASL Vocabulary for Babies,27,360.0,29.97,81.148,https://www.youtube.com/watch?v=htsdwxJ-fTo,sad,"[0.09833797812461853, 0.31710702180862427, 1.0, 0.748669445514679]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,90
HUNGRY,hungry,81.848,8,20,2453,2524,Basic ASL Vocabulary for Babies,54,360.0,29.97,84.217,https://www.youtube.com/watch?v=htsdwxJ-fTo,hungry,"[0.07932892441749573, 0.3234097361564636, 1.0, 0.7405645847320557]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,91
FULL,full,84.818,8,20,2542,2605,Basic ASL Vocabulary for Babies,384,360.0,29.97,86.92,https://www.youtube.com/watch?v=htsdwxJ-fTo,full,"[0.09561315178871155, 0.23849010467529297, 1.0, 0.7345126271247864]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,92
TIRED,tired,89.923,8,20,2695,2763,Basic ASL Vocabulary for Babies,16,360.0,29.97,92.192,https://www.youtube.com/watch?v=htsdwxJ-fTo,tired,"[0.10009750723838806, 0.28252434730529785, 1.0, 0.7917808294296265]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,93
WHERE?,where,92.793,8,20,2781,2849,Basic ASL Vocabulary for Babies,30,360.0,29.97,95.062,https://www.youtube.com/watch?v=htsdwxJ-fTo,where,"[0.10852023959159851, 0.2892850339412689, 1.0, 0.7669752836227417]",640.0,,train,https://www.youtube.com/watch?v=htsdwxJ-fTo,htsdwxJ-fTo,htsdwxJ-fTo,,False,failed,1,"Command '['yt-dlp', '--no-playlist', '-f', 'best[height<=720]/best[height<=480]/best', '-o', 'C:\\Users\\kacpe\\AppData\\Local\\Temp\\msasl_raw_593z6kw7\\raw.%(ext)s', '--no-cache-dir', 'https://www.youtube.com/watch?v=htsdwxJ-fTo']' returned non-zero exit status 1.",,,,,,94
